fabric_name,event_name,climate_zone,season,fabric_category,breathability,warmth,formality,water_resistance,event_formality_level,duration_hours,activity_level,setting,weather_exposure,temp_min,temp_max,humidity,precipitation,hemisphere,seasonal_variation,temp_avg,temp_comfort_score,formality_match_score,activity_suitability_score,weather_protection_score,overall_recommendation_score,recommendation_category
Cashmere,Sports/Gym,Continental_Temperate,summer,Natural,5,10,8,5,1,1,8,both,5,20,30,Medium,Medium,Northern,High,25.0,7.0,1,2,5,46.0,Poor
Cashmere,Sports/Gym,Oceanic_Temperate,winter,Natural,5,10,8,5,1,1,8,both,5,0,10,Medium,High,Both,Low,5.0,10.0,1,2,5,61.0,Fair
Cashmere,Sports/Gym,Oceanic_Temperate,summer,Natural,5,10,8,5,1,1,8,both,5,15,25,Medium,High,Both,Low,20.0,7.0,1,2,5,46.0,Poor
Cashmere,Sports/Gym,Mediterranean,winter,Natural,5,10,8,5,1,1,8,both,5,5,15,Medium,Medium,Both,Moderate,10.0,7.0,1,2,5,46.0,Poor
Cashmere,Sports/Gym,Mediterranean,summer,Natural,5,10,8,5,1,1,8,both,5,25,35,Low,Low,Both,Moderate,30.0,5.0,1,2,7,38.0,Poor
Cashmere,Sports/Gym,Subtropical_Humid,winter,Natural,5,10,8,5,1,1,8,both,5,10,20,High,Medium,Both,Moderate,15.0,7.0,1,2,5,46.0,Poor
Cashmere,Sports/Gym,Subtropical_Humid,summer,Natural,5,10,8,5,1,1,8,both,5,25,35,High,Medium,Both,Moderate,30.0,5.0,1,2,5,36.0,Poor
Cashmere,Sports/Gym,Tropical,winter,Natural,5,10,8,5,1,1,8,both,5,25,28,High,High,Both,,26.5,5.0,1,2,5,36.0,Poor
Cashmere,Sports/Gym,Tropical,summer,Natural,5,10,8,5,1,1,8,both,5,28,32,High,High,Both,,30.0,5.0,1,2,5,36.0,Poor
Cashmere,Sports/Gym,Desert_Hot,winter,Natural,5,10,8,5,1,1,8,both,5,15,25,Low,,Both,High,20.0,7.0,1,2,7,48.0,Poor
Cashmere,Sports/Gym,Desert_Hot,summer,Natural,5,10,8,5,1,1,8,both,5,35,45,Low,,Both,High,40.0,5.0,1,2,7,38.0,Poor
Cashmere,Beach Outing,Arctic_Cold,winter,Natural,5,10,8,5,1,4,6,outdoor,10,-40,-20,Low,Low,Northern,Moderate,-30.0,10.0,1,7,7,73.0,Good
Cashmere,Beach Outing,Arctic_Cold,summer,Natural,5,10,8,5,1,4,6,outdoor,10,5,15,Medium,Medium,Northern,Moderate,10.0,7.0,1,7,5,56.0,Fair
Cashmere,Beach Outing,Subarctic_Cold,winter,Natural,5,10,8,5,1,4,6,outdoor,10,-30,-10,Low,Low,Northern,Extreme,-20.0,10.0,1,7,7,73.0,Good
Cashmere,Beach Outing,Subarctic_Cold,summer,Natural,5,10,8,5,1,4,6,outdoor,10,12,25,Medium,Medium,Northern,Extreme,18.5,7.0,1,7,5,56.0,Fair
Cashmere,Beach Outing,Continental_Temperate,winter,Natural,5,10,8,5,1,4,6,outdoor,10,-10,0,Medium,Medium,Northern,High,-5.0,10.0,1,7,5,71.0,Good
Cashmere,Beach Outing,Continental_Temperate,summer,Natural,5,10,8,5,1,4,6,outdoor,10,20,30,Medium,Medium,Northern,High,25.0,7.0,1,7,5,56.0,Fair
Cashmere,Beach Outing,Oceanic_Temperate,winter,Natural,5,10,8,5,1,4,6,outdoor,10,0,10,Medium,High,Both,Low,5.0,10.0,1,7,5,71.0,Good
Cashmere,Beach Outing,Oceanic_Temperate,summer,Natural,5,10,8,5,1,4,6,outdoor,10,15,25,Medium,High,Both,Low,20.0,7.0,1,7,5,56.0,Fair
Cashmere,Beach Outing,Mediterranean,winter,Natural,5,10,8,5,1,4,6,outdoor,10,5,15,Medium,Medium,Both,Moderate,10.0,7.0,1,7,5,56.0,Fair
Cashmere,Beach Outing,Mediterranean,summer,Natural,5,10,8,5,1,4,6,outdoor,10,25,35,Low,Low,Both,Moderate,30.0,5.0,1,7,7,48.0,Poor
Cashmere,Beach Outing,Subtropical_Humid,winter,Natural,5,10,8,5,1,4,6,outdoor,10,10,20,High,Medium,Both,Moderate,15.0,7.0,1,7,5,56.0,Fair
Cashmere,Beach Outing,Subtropical_Humid,summer,Natural,5,10,8,5,1,4,6,outdoor,10,25,35,High,Medium,Both,Moderate,30.0,5.0,1,7,5,46.0,Poor
Cashmere,Beach Outing,Tropical,winter,Natural,5,10,8,5,1,4,6,outdoor,10,25,28,High,High,Both,,26.5,5.0,1,7,5,46.0,Poor
Cashmere,Beach Outing,Tropical,summer,Natural,5,10,8,5,1,4,6,outdoor,10,28,32,High,High,Both,,30.0,5.0,1,7,5,46.0,Poor
Cashmere,Beach Outing,Desert_Hot,winter,Natural,5,10,8,5,1,4,6,outdoor,10,15,25,Low,,Both,High,20.0,7.0,1,7,7,58.0,Fair
Cashmere,Beach Outing,Desert_Hot,summer,Natural,5,10,8,5,1,4,6,outdoor,10,35,45,Low,,Both,High,40.0,5.0,1,7,7,48.0,Poor
Cashmere,Funeral,Arctic_Cold,winter,Natural,5,10,8,5,8,5,2,both,8,-40,-20,Low,Low,Northern,Moderate,-30.0,10.0,10,8,7,93.0,Excellent
Cashmere,Funeral,Arctic_Cold,summer,Natural,5,10,8,5,8,5,2,both,8,5,15,Medium,Medium,Northern,Moderate,10.0,7.0,10,8,5,76.0,Good
Cashmere,Funeral,Subarctic_Cold,winter,Natural,5,10,8,5,8,5,2,both,8,-30,-10,Low,Low,Northern,Extreme,-20.0,10.0,10,8,7,93.0,Excellent
Cashmere,Funeral,Subarctic_Cold,summer,Natural,5,10,8,5,8,5,2,both,8,12,25,Medium,Medium,Northern,Extreme,18.5,7.0,10,8,5,76.0,Good
Cashmere,Funeral,Continental_Temperate,winter,Natural,5,10,8,5,8,5,2,both,8,-10,0,Medium,Medium,Northern,High,-5.0,10.0,10,8,5,91.0,Excellent
Cashmere,Funeral,Continental_Temperate,summer,Natural,5,10,8,5,8,5,2,both,8,20,30,Medium,Medium,Northern,High,25.0,7.0,10,8,5,76.0,Good
Cashmere,Funeral,Oceanic_Temperate,winter,Natural,5,10,8,5,8,5,2,both,8,0,10,Medium,High,Both,Low,5.0,10.0,10,8,5,91.0,Excellent
Cashmere,Funeral,Oceanic_Temperate,summer,Natural,5,10,8,5,8,5,2,both,8,15,25,Medium,High,Both,Low,20.0,7.0,10,8,5,76.0,Good
Cashmere,Funeral,Mediterranean,winter,Natural,5,10,8,5,8,5,2,both,8,5,15,Medium,Medium,Both,Moderate,10.0,7.0,10,8,5,76.0,Good
Cashmere,Funeral,Mediterranean,summer,Natural,5,10,8,5,8,5,2,both,8,25,35,Low,Low,Both,Moderate,30.0,5.0,10,8,7,68.0,Good
Cashmere,Funeral,Subtropical_Humid,winter,Natural,5,10,8,5,8,5,2,both,8,10,20,High,Medium,Both,Moderate,15.0,7.0,10,8,5,76.0,Good
Cashmere,Funeral,Subtropical_Humid,summer,Natural,5,10,8,5,8,5,2,both,8,25,35,High,Medium,Both,Moderate,30.0,5.0,10,8,5,66.0,Good
Cashmere,Funeral,Tropical,winter,Natural,5,10,8,5,8,5,2,both,8,25,28,High,High,Both,,26.5,5.0,10,8,5,66.0,Good
Cashmere,Funeral,Tropical,summer,Natural,5,10,8,5,8,5,2,both,8,28,32,High,High,Both,,30.0,5.0,10,8,5,66.0,Good
Cashmere,Funeral,Desert_Hot,winter,Natural,5,10,8,5,8,5,2,both,8,15,25,Low,,Both,High,20.0,7.0,10,8,7,78.0,Excellent
Cashmere,Funeral,Desert_Hot,summer,Natural,5,10,8,5,8,5,2,both,8,35,45,Low,,Both,High,40.0,5.0,10,8,7,68.0,Good
Cashmere,Date Night,Arctic_Cold,winter,Natural,5,10,8,5,7,3,5,both,7,-40,-20,Low,Low,Northern,Moderate,-30.0,10.0,9,7,7,89.0,Excellent
Cashmere,Date Night,Arctic_Cold,summer,Natural,5,10,8,5,7,3,5,both,7,5,15,Medium,Medium,Northern,Moderate,10.0,7.0,9,7,5,72.0,Good
Cashmere,Date Night,Subarctic_Cold,winter,Natural,5,10,8,5,7,3,5,both,7,-30,-10,Low,Low,Northern,Extreme,-20.0,10.0,9,7,7,89.0,Excellent
Cashmere,Date Night,Subarctic_Cold,summer,Natural,5,10,8,5,7,3,5,both,7,12,25,Medium,Medium,Northern,Extreme,18.5,7.0,9,7,5,72.0,Good
Cashmere,Date Night,Continental_Temperate,winter,Natural,5,10,8,5,7,3,5,both,7,-10,0,Medium,Medium,Northern,High,-5.0,10.0,9,7,5,87.0,Excellent
Cashmere,Date Night,Continental_Temperate,summer,Natural,5,10,8,5,7,3,5,both,7,20,30,Medium,Medium,Northern,High,25.0,7.0,9,7,5,72.0,Good
Cashmere,Date Night,Oceanic_Temperate,winter,Natural,5,10,8,5,7,3,5,both,7,0,10,Medium,High,Both,Low,5.0,10.0,9,7,5,87.0,Excellent
Cashmere,Date Night,Oceanic_Temperate,summer,Natural,5,10,8,5,7,3,5,both,7,15,25,Medium,High,Both,Low,20.0,7.0,9,7,5,72.0,Good
Cashmere,Date Night,Mediterranean,winter,Natural,5,10,8,5,7,3,5,both,7,5,15,Medium,Medium,Both,Moderate,10.0,7.0,9,7,5,72.0,Good
Cashmere,Date Night,Mediterranean,summer,Natural,5,10,8,5,7,3,5,both,7,25,35,Low,Low,Both,Moderate,30.0,5.0,9,7,7,64.0,Fair
Cashmere,Date Night,Subtropical_Humid,winter,Natural,5,10,8,5,7,3,5,both,7,10,20,High,Medium,Both,Moderate,15.0,7.0,9,7,5,72.0,Good
Cashmere,Date Night,Subtropical_Humid,summer,Natural,5,10,8,5,7,3,5,both,7,25,35,High,Medium,Both,Moderate,30.0,5.0,9,7,5,62.0,Fair
Cashmere,Date Night,Tropical,winter,Natural,5,10,8,5,7,3,5,both,7,25,28,High,High,Both,,26.5,5.0,9,7,5,62.0,Fair
Cashmere,Date Night,Tropical,summer,Natural,5,10,8,5,7,3,5,both,7,28,32,High,High,Both,,30.0,5.0,9,7,5,62.0,Fair
Cashmere,Date Night,Desert_Hot,winter,Natural,5,10,8,5,7,3,5,both,7,15,25,Low,,Both,High,20.0,7.0,9,7,7,74.0,Good
Cashmere,Date Night,Desert_Hot,summer,Natural,5,10,8,5,7,3,5,both,7,35,45,Low,,Both,High,40.0,5.0,9,7,7,64.0,Fair
Silk,Wedding,Arctic_Cold,winter,Natural,8,5,8,2,9,5,4,both,5,-40,-20,Low,Low,Northern,Moderate,-30.0,5.0,9,8,7,66.0,Good
Silk,Wedding,Arctic_Cold,summer,Natural,8,5,8,2,9,5,4,both,5,5,15,Medium,Medium,Northern,Moderate,10.0,9.0,9,8,2,81.0,Excellent
Silk,Wedding,Subarctic_Cold,winter,Natural,8,5,8,2,9,5,4,both,5,-30,-10,Low,Low,Northern,Extreme,-20.0,5.0,9,8,7,66.0,Good
Silk,Wedding,Subarctic_Cold,summer,Natural,8,5,8,2,9,5,4,both,5,12,25,Medium,Medium,Northern,Extreme,18.5,9.0,9,8,2,81.0,Excellent
Silk,Wedding,Continental_Temperate,winter,Natural,8,5,8,2,9,5,4,both,5,-10,0,Medium,Medium,Northern,High,-5.0,5.0,9,8,2,61.0,Fair
Silk,Wedding,Continental_Temperate,summer,Natural,8,5,8,2,9,5,4,both,5,20,30,Medium,Medium,Northern,High,25.0,9.0,9,8,2,81.0,Excellent
Silk,Wedding,Oceanic_Temperate,winter,Natural,8,5,8,2,9,5,4,both,5,0,10,Medium,High,Both,Low,5.0,5.0,9,8,2,61.0,Fair
Silk,Wedding,Oceanic_Temperate,summer,Natural,8,5,8,2,9,5,4,both,5,15,25,Medium,High,Both,Low,20.0,9.0,9,8,2,81.0,Excellent
Silk,Wedding,Mediterranean,winter,Natural,8,5,8,2,9,5,4,both,5,5,15,Medium,Medium,Both,Moderate,10.0,9.0,9,8,2,81.0,Excellent
Silk,Wedding,Mediterranean,summer,Natural,8,5,8,2,9,5,4,both,5,25,35,Low,Low,Both,Moderate,30.0,8.0,9,8,7,81.0,Excellent
Silk,Wedding,Subtropical_Humid,winter,Natural,8,5,8,2,9,5,4,both,5,10,20,High,Medium,Both,Moderate,15.0,9.0,9,8,2,81.0,Excellent
Silk,Wedding,Subtropical_Humid,summer,Natural,8,5,8,2,9,5,4,both,5,25,35,High,Medium,Both,Moderate,30.0,8.0,9,8,2,76.0,Good
Silk,Wedding,Tropical,winter,Natural,8,5,8,2,9,5,4,both,5,25,28,High,High,Both,,26.5,8.0,9,8,2,76.0,Good
Silk,Wedding,Tropical,summer,Natural,8,5,8,2,9,5,4,both,5,28,32,High,High,Both,,30.0,8.0,9,8,2,76.0,Good
Silk,Wedding,Desert_Hot,winter,Natural,8,5,8,2,9,5,4,both,5,15,25,Low,,Both,High,20.0,9.0,9,8,7,86.0,Excellent
Silk,Wedding,Desert_Hot,summer,Natural,8,5,8,2,9,5,4,both,5,35,45,Low,,Both,High,40.0,8.0,9,8,7,81.0,Excellent
Silk,Job Interview,Arctic_Cold,winter,Natural,8,5,8,2,8,1,2,indoor,2,-40,-20,Low,Low,Northern,Moderate,-30.0,5.0,10,8,7,68.0,Good
Silk,Job Interview,Arctic_Cold,summer,Natural,8,5,8,2,8,1,2,indoor,2,5,15,Medium,Medium,Northern,Moderate,10.0,9.0,10,8,2,83.0,Excellent
Silk,Job Interview,Subarctic_Cold,winter,Natural,8,5,8,2,8,1,2,indoor,2,-30,-10,Low,Low,Northern,Extreme,-20.0,5.0,10,8,7,68.0,Good
Silk,Job Interview,Subarctic_Cold,summer,Natural,8,5,8,2,8,1,2,indoor,2,12,25,Medium,Medium,Northern,Extreme,18.5,9.0,10,8,2,83.0,Excellent
Silk,Job Interview,Continental_Temperate,winter,Natural,8,5,8,2,8,1,2,indoor,2,-10,0,Medium,Medium,Northern,High,-5.0,5.0,10,8,2,63.0,Fair
Silk,Job Interview,Continental_Temperate,summer,Natural,8,5,8,2,8,1,2,indoor,2,20,30,Medium,Medium,Northern,High,25.0,9.0,10,8,2,83.0,Excellent
Silk,Job Interview,Oceanic_Temperate,winter,Natural,8,5,8,2,8,1,2,indoor,2,0,10,Medium,High,Both,Low,5.0,5.0,10,8,2,63.0,Fair
Silk,Job Interview,Oceanic_Temperate,summer,Natural,8,5,8,2,8,1,2,indoor,2,15,25,Medium,High,Both,Low,20.0,9.0,10,8,2,83.0,Excellent
Silk,Job Interview,Mediterranean,winter,Natural,8,5,8,2,8,1,2,indoor,2,5,15,Medium,Medium,Both,Moderate,10.0,9.0,10,8,2,83.0,Excellent
Silk,Job Interview,Mediterranean,summer,Natural,8,5,8,2,8,1,2,indoor,2,25,35,Low,Low,Both,Moderate,30.0,8.0,10,8,7,83.0,Excellent
Silk,Job Interview,Subtropical_Humid,winter,Natural,8,5,8,2,8,1,2,indoor,2,10,20,High,Medium,Both,Moderate,15.0,9.0,10,8,2,83.0,Excellent
Silk,Job Interview,Subtropical_Humid,summer,Natural,8,5,8,2,8,1,2,indoor,2,25,35,High,Medium,Both,Moderate,30.0,8.0,10,8,2,78.0,Excellent
Silk,Job Interview,Tropical,winter,Natural,8,5,8,2,8,1,2,indoor,2,25,28,High,High,Both,,26.5,8.0,10,8,2,78.0,Excellent
Silk,Job Interview,Tropical,summer,Natural,8,5,8,2,8,1,2,indoor,2,28,32,High,High,Both,,30.0,8.0,10,8,2,78.0,Excellent
Silk,Job Interview,Desert_Hot,winter,Natural,8,5,8,2,8,1,2,indoor,2,15,25,Low,,Both,High,20.0,9.0,10,8,7,88.0,Excellent
Silk,Job Interview,Desert_Hot,summer,Natural,8,5,8,2,8,1,2,indoor,2,35,45,Low,,Both,High,40.0,8.0,10,8,7,83.0,Excellent
Silk,Birthday Party,Arctic_Cold,winter,Natural,8,5,8,2,3,3,6,both,5,-40,-20,Low,Low,Northern,Moderate,-30.0,5.0,3,8,7,54.0,Fair
Silk,Birthday Party,Arctic_Cold,summer,Natural,8,5,8,2,3,3,6,both,5,5,15,Medium,Medium,Northern,Moderate,10.0,9.0,3,8,2,69.0,Good
Silk,Birthday Party,Subarctic_Cold,winter,Natural,8,5,8,2,3,3,6,both,5,-30,-10,Low,Low,Northern,Extreme,-20.0,5.0,3,8,7,54.0,Fair
Silk,Birthday Party,Subarctic_Cold,summer,Natural,8,5,8,2,3,3,6,both,5,12,25,Medium,Medium,Northern,Extreme,18.5,9.0,3,8,2,69.0,Good
Silk,Birthday Party,Continental_Temperate,winter,Natural,8,5,8,2,3,3,6,both,5,-10,0,Medium,Medium,Northern,High,-5.0,5.0,3,8,2,49.0,Poor
Silk,Birthday Party,Continental_Temperate,summer,Natural,8,5,8,2,3,3,6,both,5,20,30,Medium,Medium,Northern,High,25.0,9.0,3,8,2,69.0,Good
Silk,Birthday Party,Oceanic_Temperate,winter,Natural,8,5,8,2,3,3,6,both,5,0,10,Medium,High,Both,Low,5.0,5.0,3,8,2,49.0,Poor
Silk,Birthday Party,Oceanic_Temperate,summer,Natural,8,5,8,2,3,3,6,both,5,15,25,Medium,High,Both,Low,20.0,9.0,3,8,2,69.0,Good
Silk,Birthday Party,Mediterranean,winter,Natural,8,5,8,2,3,3,6,both,5,5,15,Medium,Medium,Both,Moderate,10.0,9.0,3,8,2,69.0,Good
Silk,Birthday Party,Mediterranean,summer,Natural,8,5,8,2,3,3,6,both,5,25,35,Low,Low,Both,Moderate,30.0,8.0,3,8,7,69.0,Good
Silk,Birthday Party,Subtropical_Humid,winter,Natural,8,5,8,2,3,3,6,both,5,10,20,High,Medium,Both,Moderate,15.0,9.0,3,8,2,69.0,Good
Silk,Birthday Party,Subtropical_Humid,summer,Natural,8,5,8,2,3,3,6,both,5,25,35,High,Medium,Both,Moderate,30.0,8.0,3,8,2,64.0,Fair
Silk,Birthday Party,Tropical,winter,Natural,8,5,8,2,3,3,6,both,5,25,28,High,High,Both,,26.5,8.0,3,8,2,64.0,Fair
Silk,Birthday Party,Tropical,summer,Natural,8,5,8,2,3,3,6,both,5,28,32,High,High,Both,,30.0,8.0,3,8,2,64.0,Fair
Silk,Birthday Party,Desert_Hot,winter,Natural,8,5,8,2,3,3,6,both,5,15,25,Low,,Both,High,20.0,9.0,3,8,7,74.0,Good
Silk,Birthday Party,Desert_Hot,summer,Natural,8,5,8,2,3,3,6,both,5,35,45,Low,,Both,High,40.0,8.0,3,8,7,69.0,Good
Silk,Business Meeting,Arctic_Cold,winter,Natural,8,5,8,2,6,5,2,indoor,2,-40,-20,Low,Low,Northern,Moderate,-30.0,5.0,7,8,7,62.0,Fair
Silk,Business Meeting,Arctic_Cold,summer,Natural,8,5,8,2,6,5,2,indoor,2,5,15,Medium,Medium,Northern,Moderate,10.0,9.0,7,8,2,77.0,Good
Silk,Business Meeting,Subarctic_Cold,winter,Natural,8,5,8,2,6,5,2,indoor,2,-30,-10,Low,Low,Northern,Extreme,-20.0,5.0,7,8,7,62.0,Fair
Silk,Business Meeting,Subarctic_Cold,summer,Natural,8,5,8,2,6,5,2,indoor,2,12,25,Medium,Medium,Northern,Extreme,18.5,9.0,7,8,2,77.0,Good
Silk,Business Meeting,Continental_Temperate,winter,Natural,8,5,8,2,6,5,2,indoor,2,-10,0,Medium,Medium,Northern,High,-5.0,5.0,7,8,2,57.0,Fair
Silk,Business Meeting,Continental_Temperate,summer,Natural,8,5,8,2,6,5,2,indoor,2,20,30,Medium,Medium,Northern,High,25.0,9.0,7,8,2,77.0,Good
Silk,Business Meeting,Oceanic_Temperate,winter,Natural,8,5,8,2,6,5,2,indoor,2,0,10,Medium,High,Both,Low,5.0,5.0,7,8,2,57.0,Fair
Silk,Business Meeting,Oceanic_Temperate,summer,Natural,8,5,8,2,6,5,2,indoor,2,15,25,Medium,High,Both,Low,20.0,9.0,7,8,2,77.0,Good
Silk,Business Meeting,Mediterranean,winter,Natural,8,5,8,2,6,5,2,indoor,2,5,15,Medium,Medium,Both,Moderate,10.0,9.0,7,8,2,77.0,Good
Silk,Business Meeting,Mediterranean,summer,Natural,8,5,8,2,6,5,2,indoor,2,25,35,Low,Low,Both,Moderate,30.0,8.0,7,8,7,77.0,Good
Silk,Business Meeting,Subtropical_Humid,winter,Natural,8,5,8,2,6,5,2,indoor,2,10,20,High,Medium,Both,Moderate,15.0,9.0,7,8,2,77.0,Good
Silk,Business Meeting,Subtropical_Humid,summer,Natural,8,5,8,2,6,5,2,indoor,2,25,35,High,Medium,Both,Moderate,30.0,8.0,7,8,2,72.0,Good
Silk,Business Meeting,Tropical,winter,Natural,8,5,8,2,6,5,2,indoor,2,25,28,High,High,Both,,26.5,8.0,7,8,2,72.0,Good
Silk,Business Meeting,Tropical,summer,Natural,8,5,8,2,6,5,2,indoor,2,28,32,High,High,Both,,30.0,8.0,7,8,2,72.0,Good
Silk,Business Meeting,Desert_Hot,winter,Natural,8,5,8,2,6,5,2,indoor,2,15,25,Low,,Both,High,20.0,9.0,7,8,7,82.0,Excellent
Silk,Business Meeting,Desert_Hot,summer,Natural,8,5,8,2,6,5,2,indoor,2,35,45,Low,,Both,High,40.0,8.0,7,8,7,77.0,Good
Silk,Casual Hangout,Arctic_Cold,winter,Natural,8,5,8,2,1,6,5,outdoor,9,-40,-20,Low,Low,Northern,Moderate,-30.0,5.0,1,8,7,50.0,Fair
Silk,Casual Hangout,Arctic_Cold,summer,Natural,8,5,8,2,1,6,5,outdoor,9,5,15,Medium,Medium,Northern,Moderate,10.0,9.0,1,8,2,65.0,Good
Silk,Casual Hangout,Subarctic_Cold,winter,Natural,8,5,8,2,1,6,5,outdoor,9,-30,-10,Low,Low,Northern,Extreme,-20.0,5.0,1,8,7,50.0,Fair
Silk,Casual Hangout,Subarctic_Cold,summer,Natural,8,5,8,2,1,6,5,outdoor,9,12,25,Medium,Medium,Northern,Extreme,18.5,9.0,1,8,2,65.0,Good
Silk,Casual Hangout,Continental_Temperate,winter,Natural,8,5,8,2,1,6,5,outdoor,9,-10,0,Medium,Medium,Northern,High,-5.0,5.0,1,8,2,45.0,Poor
Silk,Casual Hangout,Continental_Temperate,summer,Natural,8,5,8,2,1,6,5,outdoor,9,20,30,Medium,Medium,Northern,High,25.0,9.0,1,8,2,65.0,Good
Silk,Casual Hangout,Oceanic_Temperate,winter,Natural,8,5,8,2,1,6,5,outdoor,9,0,10,Medium,High,Both,Low,5.0,5.0,1,8,2,45.0,Poor
Silk,Casual Hangout,Oceanic_Temperate,summer,Natural,8,5,8,2,1,6,5,outdoor,9,15,25,Medium,High,Both,Low,20.0,9.0,1,8,2,65.0,Good
Silk,Casual Hangout,Mediterranean,winter,Natural,8,5,8,2,1,6,5,outdoor,9,5,15,Medium,Medium,Both,Moderate,10.0,9.0,1,8,2,65.0,Good
Silk,Casual Hangout,Mediterranean,summer,Natural,8,5,8,2,1,6,5,outdoor,9,25,35,Low,Low,Both,Moderate,30.0,8.0,1,8,7,65.0,Good
Silk,Casual Hangout,Subtropical_Humid,winter,Natural,8,5,8,2,1,6,5,outdoor,9,10,20,High,Medium,Both,Moderate,15.0,9.0,1,8,2,65.0,Good
Silk,Casual Hangout,Subtropical_Humid,summer,Natural,8,5,8,2,1,6,5,outdoor,9,25,35,High,Medium,Both,Moderate,30.0,8.0,1,8,2,60.0,Fair
Silk,Casual Hangout,Tropical,winter,Natural,8,5,8,2,1,6,5,outdoor,9,25,28,High,High,Both,,26.5,8.0,1,8,2,60.0,Fair
Silk,Casual Hangout,Tropical,summer,Natural,8,5,8,2,1,6,5,outdoor,9,28,32,High,High,Both,,30.0,8.0,1,8,2,60.0,Fair
Silk,Casual Hangout,Desert_Hot,winter,Natural,8,5,8,2,1,6,5,outdoor,9,15,25,Low,,Both,High,20.0,9.0,1,8,7,70.0,Good
Silk,Casual Hangout,Desert_Hot,summer,Natural,8,5,8,2,1,6,5,outdoor,9,35,45,Low,,Both,High,40.0,8.0,1,8,7,65.0,Good
Silk,Formal Dinner,Arctic_Cold,winter,Natural,8,5,8,2,9,7,2,indoor,4,-40,-20,Low,Low,Northern,Moderate,-30.0,5.0,9,8,7,66.0,Good
Silk,Formal Dinner,Arctic_Cold,summer,Natural,8,5,8,2,9,7,2,indoor,4,5,15,Medium,Medium,Northern,Moderate,10.0,9.0,9,8,2,81.0,Excellent
Silk,Formal Dinner,Subarctic_Cold,winter,Natural,8,5,8,2,9,7,2,indoor,4,-30,-10,Low,Low,Northern,Extreme,-20.0,5.0,9,8,7,66.0,Good
Silk,Formal Dinner,Subarctic_Cold,summer,Natural,8,5,8,2,9,7,2,indoor,4,12,25,Medium,Medium,Northern,Extreme,18.5,9.0,9,8,2,81.0,Excellent
Silk,Formal Dinner,Continental_Temperate,winter,Natural,8,5,8,2,9,7,2,indoor,4,-10,0,Medium,Medium,Northern,High,-5.0,5.0,9,8,2,61.0,Fair
Silk,Formal Dinner,Continental_Temperate,summer,Natural,8,5,8,2,9,7,2,indoor,4,20,30,Medium,Medium,Northern,High,25.0,9.0,9,8,2,81.0,Excellent
Silk,Formal Dinner,Oceanic_Temperate,winter,Natural,8,5,8,2,9,7,2,indoor,4,0,10,Medium,High,Both,Low,5.0,5.0,9,8,2,61.0,Fair
Silk,Formal Dinner,Oceanic_Temperate,summer,Natural,8,5,8,2,9,7,2,indoor,4,15,25,Medium,High,Both,Low,20.0,9.0,9,8,2,81.0,Excellent
Silk,Formal Dinner,Mediterranean,winter,Natural,8,5,8,2,9,7,2,indoor,4,5,15,Medium,Medium,Both,Moderate,10.0,9.0,9,8,2,81.0,Excellent
Silk,Formal Dinner,Mediterranean,summer,Natural,8,5,8,2,9,7,2,indoor,4,25,35,Low,Low,Both,Moderate,30.0,8.0,9,8,7,81.0,Excellent
Silk,Formal Dinner,Subtropical_Humid,winter,Natural,8,5,8,2,9,7,2,indoor,4,10,20,High,Medium,Both,Moderate,15.0,9.0,9,8,2,81.0,Excellent
Silk,Formal Dinner,Subtropical_Humid,summer,Natural,8,5,8,2,9,7,2,indoor,4,25,35,High,Medium,Both,Moderate,30.0,8.0,9,8,2,76.0,Good
Silk,Formal Dinner,Tropical,winter,Natural,8,5,8,2,9,7,2,indoor,4,25,28,High,High,Both,,26.5,8.0,9,8,2,76.0,Good
Silk,Formal Dinner,Tropical,summer,Natural,8,5,8,2,9,7,2,indoor,4,28,32,High,High,Both,,30.0,8.0,9,8,2,76.0,Good
Silk,Formal Dinner,Desert_Hot,winter,Natural,8,5,8,2,9,7,2,indoor,4,15,25,Low,,Both,High,20.0,9.0,9,8,7,86.0,Excellent
Silk,Formal Dinner,Desert_Hot,summer,Natural,8,5,8,2,9,7,2,indoor,4,35,45,Low,,Both,High,40.0,8.0,9,8,7,81.0,Excellent
Silk,Outdoor Concert,Arctic_Cold,winter,Natural,8,5,8,2,1,8,7,outdoor,9,-40,-20,Low,Low,Northern,Moderate,-30.0,5.0,1,6,7,46.0,Poor
Silk,Outdoor Concert,Arctic_Cold,summer,Natural,8,5,8,2,1,8,7,outdoor,9,5,15,Medium,Medium,Northern,Moderate,10.0,9.0,1,6,2,61.0,Fair
Silk,Outdoor Concert,Subarctic_Cold,winter,Natural,8,5,8,2,1,8,7,outdoor,9,-30,-10,Low,Low,Northern,Extreme,-20.0,5.0,1,6,7,46.0,Poor
Silk,Outdoor Concert,Subarctic_Cold,summer,Natural,8,5,8,2,1,8,7,outdoor,9,12,25,Medium,Medium,Northern,Extreme,18.5,9.0,1,6,2,61.0,Fair
Silk,Outdoor Concert,Continental_Temperate,winter,Natural,8,5,8,2,1,8,7,outdoor,9,-10,0,Medium,Medium,Northern,High,-5.0,5.0,1,6,2,41.0,Poor
Silk,Outdoor Concert,Continental_Temperate,summer,Natural,8,5,8,2,1,8,7,outdoor,9,20,30,Medium,Medium,Northern,High,25.0,9.0,1,6,2,61.0,Fair
